New Ward,Hebden Bridge & Todmorden East,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Calder Ward,6012,,,,,,,
Luddendenfoot Ward,4,,,,,,,
Grand Total,6016,,,,,,,
,,,,,,,,
"If you wish to view the properties in the Current Ward Summary table (above), simply ""Double click"" on the total number in the righthand ""Total"" column and the results will Open in a new tab. To return back to main Address data, simply click on the ""Address List"" tab at the bottom of the data.",,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Hebden Bridge & Todmorden East Ward,Luddendenfoot Ward,Falling Royd,"The Old Vicarage, Falling Royd, Mytholmroyd, Hebden Bridge, HX7 8NT",The Old Vicarage,Falling Royd,Mytholmroyd,Hebden Bridge,HX7 8NT
Hebden Bridge & Todmorden East Ward,Luddendenfoot Ward,Carr Lane,"Carr House, Carr Lane, Mytholmroyd, Hebden Bridge, HX7 8NR",Carr House,Carr Lane,Mytholmroyd,Hebden Bridge,HX7 8NR
Hebden Bridge & Todmorden East Ward,Luddendenfoot Ward,Carr Lane,"Carr Cottage, Carr Lane, Mytholmroyd, Hebden Bridge, HX7 8NR",Carr Cottage,Carr Lane,Mytholmroyd,Hebden Bridge,HX7 8NR
Hebden Bridge & Todmorden East Ward,Luddendenfoot Ward,Burlees Lane,"Burlees Court, Burlees Lane, Dodd Naze, Hebden Bridge, HX7 8PH",Burlees Court,Burlees Lane,Dodd Naze,Hebden Bridge,HX7 8PH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Road,"Appletree Barn, Woodhouse Road, Todmorden, OL14 6BL",Appletree Barn,Woodhouse Road,Todmorden,,OL14 6BL
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"22 Woodhouse Grove, Todmorden, OL14 6AH",22 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"20 Woodhouse Grove, Todmorden, OL14 6AH",20 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"18 Woodhouse Grove, Todmorden, OL14 6AH",18 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"16 Woodhouse Grove, Todmorden, OL14 6AH",16 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"15 Woodhouse Grove, Todmorden, OL14 6AH",15 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"14 Woodhouse Grove, Todmorden, OL14 6AH",14 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"13 Woodhouse Grove, Todmorden, OL14 6AH",13 Woodhouse Grove,Todmorden,,,OL14 6AH
Hebden Bridge & Todmorden East Ward,Calder Ward,Woodhouse Grove,"12 Woodhouse Grove, Todmorden, OL14 6AH",12 Woodhouse Grove,Todmorden,,,OL14 6AH
