New Ward,Ovenden,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Ward,,,,,,,,
Current Ward,Total,,,,,,,
Illingworth & Mixenden Ward,621,,,,,,,
Ovenden Ward,5259,,,,,,,
Grand Total,5880,,,,,,,
,,,,,,,,
"If you wish to view the properties in the Current Ward Summary table (above), simply ""Double click"" on the total number in the righthand ""Total"" column and the results will Open in a new tab. To return back to main Address data, simply click on the ""Address List"" tab at the bottom of the data.",,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"16 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",16 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"15 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",15 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"14 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",14 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"13 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",13 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"12 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",12 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"11 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",11 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"10 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",10 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"9 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",9 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"8 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",8 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"7 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",7 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"6 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",6 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"5 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",5 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"4 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",4 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"3 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",3 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"2 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",2 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,Woodroyd Drive,"1 Woodroyd Drive, Wheatley, Halifax, HX3 5LB",1 Woodroyd Drive,Wheatley,Halifax,,HX3 5LB
Ovenden Ward,Ovenden Ward,White Birch Terrace,"25 White Birch Terrace, Wheatley, Halifax, HX3 5LH",25 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"17 White Birch Terrace, Wheatley, Halifax, HX3 5LH",17 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"15 White Birch Terrace, Wheatley, Halifax, HX3 5LH",15 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"13 White Birch Terrace, Wheatley, Halifax, HX3 5LH",13 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"11 White Birch Terrace, Wheatley, Halifax, HX3 5LH",11 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"9 White Birch Terrace, Wheatley, Halifax, HX3 5LH",9 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,White Birch Terrace,"7 White Birch Terrace, Wheatley, Halifax, HX3 5LH",7 White Birch Terrace,Wheatley,Halifax,,HX3 5LH
Ovenden Ward,Ovenden Ward,Wheatley Road,"128 Wheatley Road, Halifax, HX3 5JF",128 Wheatley Road,Halifax,,,HX3 5JF
