New Ward,"Salterhebble, Southowram & Skircoat Green",,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Northowram & Shelf Ward,1,,,,,,,
Skircoat Ward,2193,,,,,,,
Town Ward,3382,,,,,,,
Grand Total,5576,,,,,,,
,,,,,,,,
"If you wish to view the properties in the Current Ward Summary table (above), simply ""Double click"" on the total number in the righthand ""Total"" column and the results will Open in a new tab. To return back to main Address data, simply click on the ""Address List"" tab at the bottom of the data.",,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"12 Woodford Avenue, Siddal, Halifax, HX3 9AG",12 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"11 Woodford Avenue, Siddal, Halifax, HX3 9AG",11 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"10 Woodford Avenue, Siddal, Halifax, HX3 9AG",10 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"9 Woodford Avenue, Siddal, Halifax, HX3 9AG",9 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"8 Woodford Avenue, Siddal, Halifax, HX3 9AG",8 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"7 Woodford Avenue, Siddal, Halifax, HX3 9AG",7 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"6 Woodford Avenue, Siddal, Halifax, HX3 9AG",6 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"5 Woodford Avenue, Siddal, Halifax, HX3 9AG",5 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"4 Woodford Avenue, Siddal, Halifax, HX3 9AG",4 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"3 Woodford Avenue, Siddal, Halifax, HX3 9AG",3 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"2 Woodford Avenue, Siddal, Halifax, HX3 9AG",2 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Woodford Avenue,"1 Woodford Avenue, Siddal, Halifax, HX3 9AG",1 Woodford Avenue,Siddal,Halifax,,HX3 9AG
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Whitegate Top,"13 South View, Whitegate Top, Siddal, Halifax, HX3 9JP",13 South View,Whitegate Top,Siddal,Halifax,HX3 9JP
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Whitegate Top,"11 South View, Whitegate Top, Siddal, Halifax, HX3 9JP",11 South View,Whitegate Top,Siddal,Halifax,HX3 9JP
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Whitegate Top,"9 South View, Whitegate Top, Siddal, Halifax, HX3 9JP",9 South View,Whitegate Top,Siddal,Halifax,HX3 9JP
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Whitegate Top,"7 South View, Whitegate Top, Siddal, Halifax, HX3 9JP",7 South View,Whitegate Top,Siddal,Halifax,HX3 9JP
"Salterhebble, Southowram & Skircoat Green Ward",Town Ward,Whitegate Top,"5 South View, Whitegate Top, Siddal, Halifax, HX3 9JP",5 South View,Whitegate Top,Siddal,Halifax,HX3 9JP
