New Ward,Luddendenfoot,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Warley Ward,296,,,,,,,
Luddendenfoot Ward,4924,,,,,,,
Grand Total,5220,,,,,,,
,,,,,,,,
"If you wish to view the properties in the Current Ward Summary table (above), simply ""Double click"" on the total number in the righthand ""Total"" column and the results will Open in a new tab. To return back to main Address data, simply click on the ""Address List"" tab at the bottom of the data.",,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Luddendenfoot Ward,Warley Ward,Ovenden Wood Road,"Spring Lee Farm, Ovenden Wood Road, Halifax, HX2 0TQ",Spring Lee Farm,Ovenden Wood Road,Halifax,,HX2 0TQ
Luddendenfoot Ward,Warley Ward,Ovenden Wood Road,"Spring Lea, Ovenden Wood Road, Halifax, HX2 0TQ",Spring Lea,Ovenden Wood Road,Halifax,,HX2 0TQ
Luddendenfoot Ward,Warley Ward,Whernside Way,"7 Whernside Way, Mount Tabor, Halifax, HX2 0PG",7 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"6 Whernside Way, Mount Tabor, Halifax, HX2 0PG",6 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"5 Whernside Way, Mount Tabor, Halifax, HX2 0PG",5 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"4 Whernside Way, Mount Tabor, Halifax, HX2 0PG",4 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"3 Whernside Way, Mount Tabor, Halifax, HX2 0PG",3 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"2 Whernside Way, Mount Tabor, Halifax, HX2 0PG",2 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Whernside Way,"1 Whernside Way, Mount Tabor, Halifax, HX2 0PG",1 Whernside Way,Mount Tabor,Halifax,,HX2 0PG
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"14 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",14 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"13 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",13 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"12 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",12 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"11 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",11 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"10 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",10 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"9 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",9 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"8 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",8 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"7 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",7 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"6 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",6 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"5 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",5 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"4 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",4 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"3 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",3 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"2 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",2 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Crescent,"1 Waindale Crescent, Mount Tabor, Halifax, HX2 0UN",1 Waindale Crescent,Mount Tabor,Halifax,,HX2 0UN
Luddendenfoot Ward,Warley Ward,Waindale Close,"18 Waindale Close, Mount Tabor, Halifax, HX2 0UL",18 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"17 Waindale Close, Mount Tabor, Halifax, HX2 0UL",17 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"16 Waindale Close, Mount Tabor, Halifax, HX2 0UL",16 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"15 Waindale Close, Mount Tabor, Halifax, HX2 0UL",15 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"14 Waindale Close, Mount Tabor, Halifax, HX2 0UL",14 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"13 Waindale Close, Mount Tabor, Halifax, HX2 0UL",13 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"12 Waindale Close, Mount Tabor, Halifax, HX2 0UL",12 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"11 Waindale Close, Mount Tabor, Halifax, HX2 0UL",11 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
Luddendenfoot Ward,Warley Ward,Waindale Close,"10 Waindale Close, Mount Tabor, Halifax, HX2 0UL",10 Waindale Close,Mount Tabor,Halifax,,HX2 0UL
