New Ward,Wainhouse,,,,,,,
Property list compiled from residential properties at 1/12/2024,,,,,,,,
,,,,,,,,
Contains properties from the following existing wards:-,,,,,,,,
,,,,,,,,
Summary of Current Wards,,,,,,,,
Current Ward,Total,,,,,,,
Skircoat Ward,3594,,,,,,,
Sowerby Bridge Ward,1590,,,,,,,
Grand Total,5184,,,,,,,
,,,,,,,,
"If you wish to view the properties in the Current Ward Summary table (above), simply ""Double click"" on the total number in the righthand ""Total"" column and the results will Open in a new tab. To return back to main Address data, simply click on the ""Address List"" tab at the bottom of the data.",,,,,,,,
,,,,,,,,
New Ward,Current Ward,Street,Full Address,Address 1,Address 2,Address 3,Address 4,Post Code
Wainhouse Ward,Sowerby Bridge Ward,Washer Lane,"41 Washer Lane, Halifax, HX2 7DW",41 Washer Lane,Halifax,,,HX2 7DW
Wainhouse Ward,Sowerby Bridge Ward,Washer Lane,"Ashlands, 5 Washer Lane, Halifax, HX2 7DN",Ashlands,5 Washer Lane,Halifax,,HX2 7DN
Wainhouse Ward,Sowerby Bridge Ward,Washer Lane,"Hawthorn House, Washer Lane, Halifax, HX2 7AH",Hawthorn House,Washer Lane,Halifax,,HX2 7AH
Wainhouse Ward,Sowerby Bridge Ward,Washer Lane,"Birch House, Washer Lane, Halifax, HX2 7AH",Birch House,Washer Lane,Halifax,,HX2 7AH
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"249 Wakefield Road, Sowerby Bridge, HX6 2UX",249 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"245 Wakefield Road, Sowerby Bridge, HX6 2UX",245 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"241 Wakefield Road, Sowerby Bridge, HX6 2UX",241 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"235 Wakefield Road, Sowerby Bridge, HX6 2UX",235 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"231 - 233 Wakefield Road, Copley, Sowerby Bridge, HX6 2UX",231 - 233 Wakefield Road,Copley,Sowerby Bridge,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"247 Wakefield Road, Sowerby Bridge, HX6 2UX",247 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"243 Wakefield Road, Sowerby Bridge, HX6 2UX",243 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"239 Wakefield Road, Sowerby Bridge, HX6 2UX",239 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"237 Wakefield Road, Sowerby Bridge, HX6 2UX",237 Wakefield Road,Sowerby Bridge,,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"Oak Bank, 99 Wakefield Road, Sowerby Bridge, HX6 2UX",Oak Bank,99 Wakefield Road,Sowerby Bridge,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Road,"1 Elm Bank, Wakefield Road, Sowerby Bridge, HX6 2UX",1 Elm Bank,Wakefield Road,Sowerby Bridge,,HX6 2UX
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"Sunset View, 13 Wakefield Gate, Halifax, HX3 0HB",Sunset View,13 Wakefield Gate,Halifax,,HX3 0HB
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"11 Wakefield Gate, Halifax, HX3 0HB",11 Wakefield Gate,Halifax,,,HX3 0HB
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"9 Wakefield Gate, Halifax, HX3 0HB",9 Wakefield Gate,Halifax,,,HX3 0HB
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"4 Wakefield Gate, Halifax, HX3 0HB",4 Wakefield Gate,Halifax,,,HX3 0HB
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"2 Wakefield Gate, Halifax, HX3 0HB",2 Wakefield Gate,Halifax,,,HX3 0HB
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"4 Delph View, Wakefield Gate, Halifax, HX3 0NQ",4 Delph View,Wakefield Gate,Halifax,,HX3 0NQ
Wainhouse Ward,Sowerby Bridge Ward,Wakefield Gate,"3 Delph View, Wakefield Gate, Halifax, HX3 0NQ",3 Delph View,Wakefield Gate,Halifax,,HX3 0NQ
